ITC,https://economictimes.indiatimes.com/itc-ltd/stocks/companyid-13554.cms
SBI,https://economictimes.indiatimes.com/state-bank-of-india/stocks/companyid-11984.cms
TATACOMM,https://economictimes.indiatimes.com/tata-communications-ltd/stocks/companyid-11992.cms
TCS,https://economictimes.indiatimes.com/tata-consultancy-services-ltd/stocks/companyid-8345.cms
